link,title
https://habr.com/ru/post/488782/,А как вам такой вариант управления зависимостями в Python?
https://habr.com/ru/post/488626/,Как не пропустить невалидный код в репозиторий
https://habr.com/ru/post/488778/,"Структуры данных: список, который умеет всё*"
https://habr.com/ru/post/488144/,Руководство по версиям и возможностям Java
https://habr.com/ru/company/top3dshop/blog/488766/,Искусство и технология: Университет Массачусетса в Лоуэлле
https://habr.com/ru/company/top3dshop/blog/488732/,Талантливый мистер Саймон: как уникальные способности и 3D-печать могут изменить производственный процесс
https://habr.com/ru/post/488762/,Элегантное асинхронное программирование с помощью «обещаний»
https://habr.com/ru/company/ua-hosting/blog/488758/,Конференция DEFCON 27. Признание интернет-мошенницы
https://habr.com/ru/company/it-grad/blog/488750/,Прогулка с динозаврами: два больших компьютера XX века
https://habr.com/ru/post/488752/,Golang + Phaser3 = MMORPG — Делаем базу для бесконечной генерации мира
https://habr.com/ru/company/otus/blog/488748/,Создаем Todo приложение c помощью Django. Часть 1
https://habr.com/ru/post/488740/,Гайд по Custom HTML тегам для Google Tag Manager от Simo Ahava
https://habr.com/ru/company/ivideon/blog/488698/,Контроль доступа как услуга: облачное видеонаблюдение в СКУД
https://habr.com/ru/post/488478/,Перенос всех баз данных MS SQL Server на другую машину
https://habr.com/ru/post/488730/,"Новые российские стандарты интернета вещей, умного производства и умного города"
https://habr.com/ru/company/tinkoff/blog/488692/,Как мигрировать большой процесс с IBM BPM на Camunda и не останавливать разработку фич
https://habr.com/ru/company/trendmicro/blog/488728/,"Два способа взвинтить цену на нефть, или Атаки на нефтегаз как средство влияния на биржевые индексы"
https://habr.com/ru/company/otus/blog/488724/,6 лучших практик безопасности для Go
https://habr.com/ru/company/kaspersky/blog/488722/,Security Week 08: вирусы возвращаются
https://habr.com/ru/post/488720/,Web Scraping. Часть 1
https://habr.com/ru/company/otus/blog/488708/,Сохранение логики фильтрации в Swift Combine. Часть 2
https://habr.com/ru/post/488706/,2DOOM — браузерный 2D-трибьют легендарному шутеру
https://habr.com/ru/post/488690/,Распознавание символов методом наименьшего расстояния Левенштейна
https://habr.com/ru/company/postgrespro/blog/472082/,Postgresso 18
https://habr.com/ru/company/zimbra/blog/488680/,Защита списков рассылки от спама в Zimbra OSE
https://habr.com/ru/company/ruvds/blog/488668/,Создание CI/CD-цепочки и автоматизация работы с Docker
https://habr.com/ru/post/488672/,Отладка микроконтроллеров ARM Cortex-M по UART
https://habr.com/ru/company/sberbank/blog/488612/,Java-сериализация: максимум скорости без жёсткой структуры данных
https://habr.com/ru/post/488656/,Гонки космических шпионов
https://habr.com/ru/company/yamoney/blog/488376/,"Когда принцип «к чёрту всё, бери и делай!» не работает: заметки прокрастинатора"
https://habr.com/ru/post/488654/,"RabbitMQ. Часть 1. Introduction. Erlang, AMQP"
https://habr.com/ru/company/ds/blog/488356/,Обучение в Санкт-Петербургском Государственном Морском Техническом Университете продуктам Dassault Systèmes
https://habr.com/ru/post/488646/,«Красная» корпоративная культура — главная проблема российского бизнеса. (Часть 4)
https://habr.com/ru/post/488644/,Go vs Python. Виталий Левченко
https://habr.com/ru/post/488630/,Digital-мероприятия в Москве c 17 по 23 февраля
https://habr.com/ru/post/488632/,Digital-мероприятия в Санкт-Петербурге c 17 по 23 февраля
https://habr.com/ru/company/tuturu/blog/488584/,"Что вы захотите знать до того, как писать приложение под Apple Watch: наш опыт"
https://habr.com/ru/post/488638/,Безопасная загрузка в i.MX6
https://habr.com/ru/post/488280/,Как при помощи большого монитора и консольной утилиты WLSDM смотреть за Oracle WebLogic Server
https://habr.com/ru/company/epson/blog/488316/,"Epson EH-TW7100 – 4K HDR-проектор и размышления о том, что делает проектор «HDR-ready» и «4K-ready», в принципе"
https://habr.com/ru/post/488446/,Российское приборостроение: вертели мы ваш дизайн на пальцах
https://habr.com/ru/post/488636/,"Как немец-хохотун лук (тот, что со стрелами) прокачал"
https://habr.com/ru/company/funcorp/blog/488458/,FunCode Backend Java/Kotlin Challenge: объявляем имена победителей
https://habr.com/ru/post/488624/,Экономика взаимопомощи
https://habr.com/ru/post/488336/,Советы по использованию алгоритма коллапса волновой функции
https://habr.com/ru/post/488622/,Чеклисты заменяют регламенты?
https://habr.com/ru/company/digital-ecosystems/blog/488618/,Дайджест интересных материалов для мобильного разработчика #333 (10 — 16 февраля)
https://habr.com/ru/post/488616/,Null проблема в Data Science и Machine Learning
https://habr.com/ru/post/484714/,Современная сборка 2020 для frontend. Gulp4
https://habr.com/ru/post/488614/,Бобина 3.0.0 — обзор улучшений
https://habr.com/ru/post/488602/,iOS MEETUP #2 от FUNCORP и Как разработчику оставаться актуальным
https://habr.com/ru/post/488606/,Подлинная сущность ящеролюдей
https://habr.com/ru/post/488604/,Дайджест свежих материалов из мира фронтенда за последнюю неделю №402 (10 — 16 февраля 2020)
https://habr.com/ru/post/488600/,Как провайдеры заботятся о безопасности клиентов
https://habr.com/ru/company/clrium/blog/488260/,Планирование потоков в Windows. Часть 1 из 4
https://habr.com/ru/post/488590/,FOSS News №3 — обзор новостей свободного и открытого ПО за 10-16 февраля 2020 года
https://habr.com/ru/post/488598/,Готов ли мир к пандемии?
https://habr.com/ru/company/madrobots/blog/488596/,Google разработал алгоритм автоматического кадрирования видео по важным объектам в кадре
https://habr.com/ru/post/488592/,Открытое письмо компании Mail.ru об игре «Аллоды II: Повелитель душ»
https://habr.com/ru/post/488574/,Студенты пишут Uart драйвер для STM32F411
https://habr.com/ru/post/488586/,The Ember Times — Выпуск 135
https://habr.com/ru/post/488504/,Подключаем производственный календарь в Zabbix
https://habr.com/ru/company/intel/blog/488582/,Создание демо-приложения «Умная библиотека» с помощью Intel Distribution of the OpenVINO toolkit
https://habr.com/ru/post/465507/,Принцип единственной ответственности: глубокое погружение
https://habr.com/ru/post/487176/,Задержать COVID-19. Все про фильтрацию воздуха на случай пандемии
https://habr.com/ru/post/488576/,Эко-движ по-армянски: как простой настенный календарь перерос в большую антипластиковую кампанию
https://habr.com/ru/post/488568/,Мечтают ли нейросети об электроденьгах?
https://habr.com/ru/company/1cloud/blog/488550/,Кто хочет сделать из ИТ-гигантов кооперативы
https://habr.com/ru/post/488544/,Снимаем покрытие кода с уже запущенного Node.JS приложения
https://habr.com/ru/post/488560/,Бесплатный хостинг Telegram-бота на Google Cloud Platform
https://habr.com/ru/post/488552/,"Apple, ФАС и разработчики родительского контроля"
https://habr.com/ru/post/488548/,Эксперимент: как научиться создавать популярные тексты на английском (и почему англоязычный Хабр так мало читают)
https://habr.com/ru/company/audiomania/blog/488438/,История пленочных аудиоформатов: немецкий ответ компакт-кассетам — как сложилась судьба разработки
https://habr.com/ru/post/488546/,Hack The Box. Прохождение JSON. Уязвимость в Json.Net и LPE через SeImpersonatePrivilege
https://habr.com/ru/post/488540/,Пушка Гаусса
https://habr.com/ru/post/488516/,Исчерпывающий путеводитель по тегу iframe
https://habr.com/ru/company/spbifmo/blog/488498/,"Лаборатории Университета ИТМО: светодиодная светотехника, СВЧ оптоэлектроника и оптические телекоммуникации"
https://habr.com/ru/company/ua-hosting/blog/488536/,"Хорошо подумайте, прежде чем использовать Docker-in-Docker для CI или тестовой среды"
https://habr.com/ru/post/488464/,Webpack 5 — Asset Modules
https://habr.com/ru/post/488534/,Экспресс UV лампа своими руками 400-405 нм для полимеризации 3D фотополимерных моделей
https://habr.com/ru/post/488530/,Что такое реактивность?
https://habr.com/ru/post/488528/,Использование механизмов криптографических токенов PKCS#11 на платформе Android
https://habr.com/ru/post/488514/,Android Remote Debugger — удаленная отладка Android приложений
https://habr.com/ru/company/iticapital/blog/488492/,Tesla выпустит новых акций на $2 млрд
https://habr.com/ru/post/488490/,Ликбез по респираторам. Помогает ли респиратор от заражения вирусом. Обзор 11 респираторов
https://habr.com/ru/post/488488/,За OpenBSD. Немного восторга
https://habr.com/ru/company/audiomania/blog/488472/,Чтение на выходные: 10 материалов про аудиогаджеты — от советских автомагнитол до вилки с шумоподавлением
https://habr.com/ru/post/488482/,Почем Appium для народа
https://habr.com/ru/post/488476/,Ламповая катушка Теслы
https://habr.com/ru/post/488474/,"Про цвет, звук и «толпоисследование» как отдельный вид прекрасного"
https://habr.com/ru/company/ua-hosting/blog/488470/,"Ким Дотком: пойманный в сеть, самый разыскиваемый человек онлайн. Часть 4"
https://habr.com/ru/post/488468/,Знакомство с FastAPI
https://habr.com/ru/company/dell_emc/blog/488352/,Сравнение стоимости VDI: локальное решение против публичного облака
https://habr.com/ru/post/488460/,Как в ЦРУ десятилетиями читали зашифрованную переписку союзников и противников
https://habr.com/ru/post/488240/,"Бесконечный цикл, которого не было: история бага Святого Грааля"
https://habr.com/ru/post/488462/,The Ember Times — Выпуск 134
https://habr.com/ru/post/488456/,Проектная деятельность в университетах и какую пользу она даёт
https://habr.com/ru/company/pult/blog/488452/,Dyson и наушники-воздухоочистители против коронавируса: компания патентует неожиданный концепт
https://habr.com/ru/post/488450/,Как устроено новое поколение онлайн-банков
https://habr.com/ru/company/spbifmo/blog/488448/,"Прокачаться в Университете ИТМО: наши мастер-классы, воркшопы, лекции и студенческие конкурсы"
https://habr.com/ru/post/488440/,Повелители DOOM: как два парня создали культовый шутер и раскачали индустрию видеоигр
https://habr.com/ru/post/488432/,"Snoop Project невероятный инструмент интернет разведки, которого пользователи рунета ждали так долго — доступен"
https://habr.com/ru/post/487926/,В поисках физкультуры
https://habr.com/ru/company/it-guild/blog/488424/,Что будет с ITSM в 2020 году?
https://habr.com/ru/company/odin_ingram_micro/blog/488422/,"10 строк кода, которые уменьшат боль от вашего проекта на Vue"
https://habr.com/ru/company/englishdom/blog/488330/,Английский с Джорджем Карлином: разбираем гениальный стендап про фразеологизмы
https://habr.com/ru/post/488390/,Как подружить Telegram-бот с OpenId Connect
https://habr.com/ru/company/otus/blog/488418/,Аутентификация REST API с помощью Spring Security и MongoDB
https://habr.com/ru/post/472030/,Модель натурального ряда чисел. Столбцы с суммами квадратов
https://habr.com/ru/post/488412/,Создание бота Дискорд на основе discord.js
https://habr.com/ru/company/plarium/blog/488410/,"7 уроков, которые я усвоил за десять лет в разработке"
https://habr.com/ru/post/488408/,IoT шлюз Ethernet-RS485 на базе STM32
https://habr.com/ru/company/flant/blog/484808/,10 лет on-call. Чему мы научились? (обзор и видео доклада)
https://habr.com/ru/company/alconost/blog/488404/,"Игры, которые стоит ждать в 2020 году"
https://habr.com/ru/company/vdsina/blog/488406/,IPv6 — вы делаете это неправильно
https://habr.com/ru/company/exness/blog/488392/,Production-ready images for k8s
https://habr.com/ru/post/488388/,Релогин и HTTP Basic Auth
https://habr.com/ru/post/488064/,"Семь причин, почему Линукс"
https://habr.com/ru/company/cisco/blog/488386/,Кейсы для применения средств анализа сетевых аномалий: атаки через плагины браузеров
https://habr.com/ru/post/488382/,"Я добавляю 3-25 секунд задержки сайтам, которые посещаю"
https://habr.com/ru/company/it_people/blog/488208/,"Юбилейный DUMP2020 — 4 дня, которые вы не забудете"
https://habr.com/ru/post/488380/,Наилегчайший старт в STM через «одно место»
https://habr.com/ru/post/488378/,Кратко о нейминге в JS
https://habr.com/ru/company/badoo/blog/487914/,Оффер в Лондон за один день: как его получить и чем заняться после переезда
https://habr.com/ru/post/488374/,Телеграм + 1С + Вебхуки + Апач + Самоподписанный сертификат
https://habr.com/ru/company/ntc-vulkan/blog/488370/,TDD для микроконтроллеров. Часть 2: Как шпионы избавляют от зависимостей
https://habr.com/ru/company/jetinfosystems/blog/488360/,Мифы о больших данных и цифровая культура
https://habr.com/ru/company/digital-ecosystems/blog/488368/,"Чему я научился, пока работал над своим первым масштабным проектом"
https://habr.com/ru/post/488366/,"И снова об «Incorrect time zone information for Russian time zones » [.Net bug, ID: 693286]"
https://habr.com/ru/company/hsespb/blog/488338/,"Стажировки в Google: Цюрих, Лондон и Кремниевая долина"
https://habr.com/ru/company/piter/blog/488362/,Классификация с многими метками
https://habr.com/ru/company/ruvds/blog/488342/,"Random Forest, метод главных компонент и оптимизация гиперпараметров: пример решения задачи классификации на Python"
https://habr.com/ru/company/dins/blog/488302/,Чего ждать от Java в 2020 году?
https://habr.com/ru/company/ruvds/blog/488340/,Профессия: бэкенд-разработчик
https://habr.com/ru/company/southbridge/blog/488348/,Вебинар «Десять главных трудностей Agile и способы их преодоления за час» 17 февраля в 20:00 по Москве
https://habr.com/ru/post/488346/,Установка or-tools с SCIP и GLPK в виртуальное окружение Python 3.7 на Linux
https://habr.com/ru/company/odnoklassniki/blog/488232/,ок.tech: QATOK #2
https://habr.com/ru/company/pvs-studio/blog/488332/,"Ноль, один, два, Фредди заберёт тебя"
https://habr.com/ru/company/parallels/blog/488326/,Любовь или увольнение
https://habr.com/ru/company/top3dshop/blog/488252/,Как удешевить разработку новых продуктов с помощью SLS
https://habr.com/ru/post/488324/,Консоль-призрак. Panasonic M2
https://habr.com/ru/company/vivaldi/blog/488322/,Работа жестами
https://habr.com/ru/company/mailru/blog/486098/,Как технический долг убивает ваши проекты
https://habr.com/ru/company/avanpost/blog/488320/,Deadlock Empire — игра для разработчиков
https://habr.com/ru/company/ua-hosting/blog/488122/,"Компактный дистиллятор за 1.5 доллара из аэрогеля, алюминия и бумажных полотенец"
https://habr.com/ru/company/dodopizzadev/blog/488288/,Ничего такого о культурном коде
https://habr.com/ru/company/medgadgets/blog/488308/,"Браслет, который Путин видел: Healbe Gobe — по-прежнему единственный гаджет, который считает входящие калории"
https://habr.com/ru/post/474908/,"Стрелочка поворачивается: поговорим об обобщениях, или зачем программисту математика"
https://habr.com/ru/company/microsoft/blog/487544/,Документация .NET: что новенького за январь
https://habr.com/ru/company/digdes/blog/488310/,Как мой челлендж перерос в челлендж команды
https://habr.com/ru/post/488102/,"Связь между C# и C#: REST, gRPC и все, что между"
https://habr.com/ru/post/488164/,Битва SEC против Telegram
https://habr.com/ru/post/487640/,Автоматизация тестирования при создании игр
https://habr.com/ru/post/487932/,Идеальные карты нормалей для Unity (и других программ)
https://habr.com/ru/post/488284/,Холст + любовь = сердце
https://habr.com/ru/post/488304/,Операционная Система «Сивелькирия»: технологии
https://habr.com/ru/post/488298/,Новости из мира OpenStreetMap № 498 (28.01.2020-03.02.2020)
https://habr.com/ru/post/488286/,Задержка EMS-отправления. Как получить компенсацию от «Почты России». Инструкция
https://habr.com/ru/company/dataart/blog/488274/,Николай Прохоров: «Американские гиганты за счет массовости подавили все новое»
https://habr.com/ru/company/lamptest/blog/488278/,Первые в мире серийные лампы с солнечным спектром
https://habr.com/ru/company/rosbank/blog/488264/,Горерадость корпоративного стартапинга
https://habr.com/ru/company/dins/blog/488270/,Приглашаем на SPb Scala Meetup 2020.1
https://habr.com/ru/company/dodopizzadev/blog/488042/,10/50/99: как давать обратную связь
https://habr.com/ru/post/488258/,"«Осторожно, ФАС!»: где попробовать похмельное меню, можно ли верить Трампу и как получить роль в фильме Тарантино"
https://habr.com/ru/company/oleg-bunin/blog/488196/,Android insets: разбираемся со страхами и готовимся к Android Q
https://habr.com/ru/company/selectel/blog/488230/,Введение в SSD. Часть 3. Форм-факторная
https://habr.com/ru/post/488256/,Самодельный рекуператор для загородного дома с КПД 80%
https://habr.com/ru/company/otus/blog/488254/,Модель распределения ответственности за безопасность БД в облаке
https://habr.com/ru/post/488152/,Прототип многопользовательской игры за 3 вечера?
https://habr.com/ru/post/488194/,Почему мы пишем программы такого низкого качества?
https://habr.com/ru/post/488250/,К вопросу о Linux (Л)
https://habr.com/ru/company/vdsina/blog/488244/,Как сократить накладные расходы при обработке исключений в С++
https://habr.com/ru/company/mvideo/blog/488228/,ТОП-10 мест и идей для гик-свидания на 14 февраля
https://habr.com/ru/company/habr_career/blog/488220/,Лучшие ИТ-работодатели России 2019: ежегодный рейтинг Хабр Карьеры
https://habr.com/ru/company/jugru/blog/487958/,Семь архетипов превращения по принципам DevOps
https://habr.com/ru/post/488234/,Использование QubesOS для работы с Windows 7
https://habr.com/ru/company/redmadrobot/blog/488210/,Распознавание объектов на android с помощью TensorFlow: от подготовки данных до запуска на устройстве
https://habr.com/ru/post/488224/,"Бывший главред TJ о письмах из ФСБ: будет история «Дуров 2.0», но хедлайнером станет Хабр"
https://habr.com/ru/company/pvs-studio/blog/488202/,PVS-Studio теперь в Chocolatey: проверка Chocolatey из-под Azure DevOps
https://habr.com/ru/company/avito/blog/488214/,"Материалы с казанского Go-митапа: разбор XML, gopls, drone.io и работа с миграциями"
https://habr.com/ru/company/playgendary/blog/488222/,Как я сделал игру для Блокнота
https://habr.com/ru/company/tensor/blog/488024/,"Фантастические advisory locks, и где они обитают"
https://habr.com/ru/post/488218/,Исповедь одного айтишника
https://habr.com/ru/post/488212/,"Отчет DORA State of DevOps 2019, теперь и на русском языке"
https://habr.com/ru/company/lamoda/blog/488062/,Dynamics 365 & Power Platform Meetup в Lamoda — отчет
https://habr.com/ru/company/acronis/blog/488182/,Программа-вымогатель Snake/EKANS нацелилась на промышленные системы управления
https://habr.com/ru/company/microsoft/blog/488108/,Лабораторная работа SAP HANA в Azure
https://habr.com/ru/company/ruvds/blog/488184/,Powered by ZeroTier. Практическое руководство по строительству виртуальных сетей. Часть 2
https://habr.com/ru/post/487948/,Двухфакторная аутентификация в OpenVPN с Telegram ботом
https://habr.com/ru/post/487884/,"5 вещей, которые я бы хотел знать до начала разработки биржи"
https://habr.com/ru/company/oleg-bunin/blog/488006/,На Moscow Python Conf++ приходите поговорить с разработчиками языка
https://habr.com/ru/post/487832/,Создание Minecraft за одну неделю на C++ и Vulkan
https://habr.com/ru/company/kaspersky/blog/488150/,Древности: ThinkPad X200 и закрытые исходники
https://habr.com/ru/company/ruvds/blog/487682/,7 рекомендаций по повышению надёжности JavaScript-кода
https://habr.com/ru/post/488190/,Еще раз про эмоциональное выгорание
https://habr.com/ru/company/misis/blog/488188/,Восстановление лесов после пожаров: Как наночастицы защищают микроклоны деревьев
https://habr.com/ru/post/488166/,"Обучение программированию 2019, или в поисках идеальной программы: Последовательность"
https://habr.com/ru/company/maxilect/blog/488172/,10 идей по воспитанию помехозащищенности
https://habr.com/ru/company/bizone/blog/488180/,Новый загрузчик Silence
https://habr.com/ru/post/488038/,Корзинка с сюрпризами — cпасти рядового Mercurial
https://habr.com/ru/post/487872/,Литье форм из жидкого силикона в домашних условиях
https://habr.com/ru/post/488146/,"[Дискуссия]: Инженеры ли айтишники, айтишники ли инженеры?"
https://habr.com/ru/company/barsgroup/blog/487894/,BarsUP.AM: как мы разрабатывали средство защиты информации web-приложений
https://habr.com/ru/company/alconost/blog/488140/,Как упростить жизнь с помощью закона Парето
https://habr.com/ru/company/parallels/blog/488162/,"Чем выше рейтинг, тем больше денег и наоборот"
https://habr.com/ru/company/dataline/blog/488160/,Windows Server 2019 vs. VMware Snapshots with quiescing: элегантное решение проблемы
https://habr.com/ru/company/southbridge/blog/487596/,"Евгений Варавва, разработчик в Google. Как описать Google в 5 словах"
https://habr.com/ru/post/488092/,Хакатоны. Как выжать максимум и выжить
https://habr.com/ru/post/488120/,Почему на Raspberry Pi4 стоит поставить 64-битную ОС
https://habr.com/ru/company/microsoft/blog/487548/,Новый эксперимент: Вызов сервисов .NET gRPC из браузера с gRPC-Web
https://habr.com/ru/post/488134/,Поднимаем CI на github для Android за день
https://habr.com/ru/company/tssolution/blog/488014/,9. Fortinet Getting Started v6.0. Логирование и отчетность
https://habr.com/ru/post/488154/,Влезаем в шкуру офис-менеджера. Основные алгоритмы снабжения
https://habr.com/ru/post/488116/,Пять важных уроков о балансе в играх
https://habr.com/ru/company/ua-hosting/blog/488148/,"HighLoad++, Михаил Райченко (ManyChat): почти без магии, или как просто раздать терабит видеопотока"
https://habr.com/ru/post/488142/,Задумчивая Авалония
https://habr.com/ru/post/488138/,Измерения малых ёмкостей (аналоговый ёмкостной датчик)
https://habr.com/ru/post/488136/,"Как робот Атлас научился делать акробатические трюки, непосильные обычному человеку?"
https://habr.com/ru/post/488128/,Льготные пакеты: что добавляется к зарплатам айтишников в Армении?
https://habr.com/ru/post/488118/,Зимний отчет о состоянии Haxe
https://habr.com/ru/company/mailru/blog/488078/,Мой бот для Russian AI Cup 2019
https://habr.com/ru/post/488112/,Понимание итераторов в Python
https://habr.com/ru/company/raiffeisenbank/blog/486828/,"Дайджест продуктового дизайна, январь 2020"
https://habr.com/ru/company/readyforsky/blog/487786/,Сколько свободы нужно пользователю умной духовки. Как сильная команда может проверить гипотезы за две недели вместо трех
https://habr.com/ru/company/habr/blog/488088/,Как Хабр взаимодействует с госорганами и другими заявителями. Transparency report за все года
https://habr.com/ru/company/otus/blog/488098/,Как создать проект Django из шаблона
https://habr.com/ru/company/ledobzor/blog/487826/,Обзор светодиодных ламп из Польши Spectrum Led E14
https://habr.com/ru/company/ruvds/blog/487684/,Разработка более быстрых приложений на Vue.js
https://habr.com/ru/company/misis/blog/488086/,Старые кости еще послужат: ученые разработали метод изготовления имплантатов на основе натуральной кости
https://habr.com/ru/company/otus/blog/488082/,В двух словах: Лучшие практики Async/Await в .NET
https://habr.com/ru/company/skyeng/blog/487764/,"Мне 14, и я совмещаю школу с работой в ИТ"
https://habr.com/ru/company/leader-id/blog/488058/,Построение графов для чайников: пошаговый гайд
https://habr.com/ru/post/488072/,Koin – это Dependency Injection или Service Locator?
https://habr.com/ru/company/rbkmoney/blog/488070/,Swagger в RBK.money — про наши внешние API
https://habr.com/ru/post/488056/,Анализ нового КоАП касательно полетов БВС
https://habr.com/ru/post/488060/,Backblaze — статистика жестких дисков за 2019
https://habr.com/ru/company/ntc-vulkan/blog/487966/,TDD для микроконтроллеров. Часть 1: Первый полет
https://habr.com/ru/post/488066/,"Гайд по тому, как разработчику стать спикером и зачем это нужно"
https://habr.com/ru/company/mailru/blog/482414/,Математика восхождения по лестнице богатства
https://habr.com/ru/company/dbtc/blog/486666/,"Снегоходы, пиво и деривативы на погоду"
https://habr.com/ru/post/488054/,Связи между таблицами базы данных
https://habr.com/ru/company/piter/blog/488046/,Книга «Разработка с использованием квантовых компьютеров»
https://habr.com/ru/post/488052/,Как манипулировать финансовой отчётностью — на примере Uber
https://habr.com/ru/company/otus/blog/488050/,Первые впечатления от Amazon Neptune
https://habr.com/ru/post/488048/,Осветить прожектором. Как получить максимум импакта на «социальных» хакатонах?
https://habr.com/ru/company/epam_systems/blog/488034/,Что можно успеть за 48 часов? Интервью с победителем хакатона по биоинформатике BioHack 2019
https://habr.com/ru/company/top3dshop/blog/488026/,"Ювелирное искусство, 3D-принтер Formlabs и забота об экологии"
https://habr.com/ru/company/dcmiran/blog/488036/,Домен corp.com выставлен на продажу. Он опасен для сотен тысяч корпоративных компьютеров под управлением Windows
https://habr.com/ru/company/e-Legion/blog/487046/,Как собрать нативную библиотеку для Android
https://habr.com/ru/post/488018/,"Капча, частный случай: рвём нейронную сеть тридцатью строками кода"
https://habr.com/ru/company/tinkoff/blog/487984/,"Сказ о том, как я автоматизировал квартиру с помощью Node-RED. Часть I"
https://habr.com/ru/company/ds/blog/487426/,Гибкость определяет успех
https://habr.com/ru/post/487980/,Как работает Spring Boot Auto-Configuration
https://habr.com/ru/post/487154/,Исследование шейдера песка игры Journey
https://habr.com/ru/post/488028/,Как начать делать игру в UE4
https://habr.com/ru/post/487978/,Мое исследование: «Для чего играют в соревновательные онлайн-игры?»
https://habr.com/ru/company/oleg-bunin/blog/487386/,Адаптационный чек-лист как инструмент мягкого введения в должность
https://habr.com/ru/company/vivaldi/blog/488020/,Vivaldi 2.11 — Красота в одно касание
https://habr.com/ru/company/group-ib/blog/487516/,Охотимся на техники и тактики атакующих с использованием Prefetch-файлов
https://habr.com/ru/company/ua-hosting/blog/487902/,Из огня да в полымя: огнеупорный твердотельный электролит для литий-ионных аккумуляторов
https://habr.com/ru/company/promopult/blog/487076/,Не показываются объявления на поиске Google/Яндекса: 15 возможных причин
https://habr.com/ru/company/intel/blog/487874/,"Intel NUC Chaco Canyon — работает там, где вам нужно"
https://habr.com/ru/post/488012/,Парковка для ваших минусов
https://habr.com/ru/post/487910/,Природные законы и элегантная математика: задачи и решения
https://habr.com/ru/post/488002/,Хрестоматийный случай одного гика
https://habr.com/ru/post/488000/,Tesla Plaid. Два варианта трехмоторной компоновки электропривода
https://habr.com/ru/post/487996/,Как погонщицы скриптов и матери серверов захватывают IT
https://habr.com/ru/post/487868/,Сканирование документов и распознавание текстов с помощью VisionKit и Vision Framework на iOS
https://habr.com/ru/post/487890/,"Перевести речь в текст на iOS, используя Speech framework"
https://habr.com/ru/post/487990/,"Киберугрозы. Прогноз на 2020: искусственный интеллект, бреши в облаках, квантовые вычисления"
https://habr.com/ru/company/spice/blog/486506/,Выпуск#30: ITренировка — актуальные вопросы и задачи от ведущих компаний
https://habr.com/ru/company/ledobzor/blog/487824/,Обзор светодиодных ламп Spectrum Led GU10 из Европы
https://habr.com/ru/post/487972/,Неформальные интервью с хакерами
https://habr.com/ru/post/487808/,Рекуррентные нейронные сети (RNN) с Keras
https://habr.com/ru/post/487970/,Переводим корпоративный портал в Microsoft Teams
https://habr.com/ru/post/487792/,Поднимаем Mercurial на Windows-сервере (с Nginx)
https://habr.com/ru/company/playgendary/blog/487954/,Как я забросил игру спустя четыре года разработки
https://habr.com/ru/post/487964/,"Жизнь после смерти, или не игровая инкарнация консолей"
https://habr.com/ru/post/487962/,Работаем с двухмерной графикой в JavaScript
https://habr.com/ru/company/englishdom/blog/487896/,Когда смерть превращается в искусство: эпитафии известных людей с глубоким смыслом на английском
https://habr.com/ru/post/487956/,Просто о простых числах (быстрый инкрементный метод вычисления простых чисел)
https://habr.com/ru/company/otus/blog/487952/,"Все, что вы хотели узнать про области видимости в Python, но стеснялись спросить"
https://habr.com/ru/post/487950/,Как энергетик изучал нейросети и обзор бесплатного курса «Udacity: Intro to TensorFlow for Deep Learning»
https://habr.com/ru/company/huawei/blog/487730/,Natural Language Processing. Итоги 2019 и тренды на 2020
https://habr.com/ru/post/487940/,Воспроизводимые вычисления в R. Как разделить код и данные?
https://habr.com/ru/post/487938/,Знакомство с effector-dom на примере списка задач
https://habr.com/ru/post/466175/,Cisco Expressway 12.5.5. Видеоконференцсвязь вне офиса без использования VPN
https://habr.com/ru/company/otus/blog/487934/,Как мы оптимизировали наш DNS-сервер с помощью инструментов GO
https://habr.com/ru/post/487930/,Лекционный вечер Хочу в геймдев
https://habr.com/ru/company/ua-hosting/blog/487924/,"Ким Дотком: пойманный в сеть, самый разыскиваемый человек онлайн. Часть 3"
https://habr.com/ru/company/odnoklassniki/blog/486810/,Новый фронтенд Одноклассников: запуск React в Java. Часть II
https://habr.com/ru/post/487922/,Учимся разворачивать микросервисы. Часть 1. Spring Boot и Docker
https://habr.com/ru/company/audiomania/blog/487916/,История компактного аудио: как миниатюрные бобины перекочевали в кассетный форм-фактор
https://habr.com/ru/post/487566/,Понимание CSS Grid: Создание Grid-контейнера
https://habr.com/ru/company/dins/blog/486648/,AWS Lambda in Action на Java 11. Заезжаем с Serverless в «Production»
https://habr.com/ru/company/kingston_technology/blog/487814/,"Скорость и надёжность выше, а цена ниже. Новые твердотельные накопители Kingston KC2000"
https://habr.com/ru/post/487920/,Перегрузка в C++. Часть I. Перегрузка функций и шаблонов
https://habr.com/ru/company/ruvds/blog/487876/,Что такое Windows PowerShell и с чем его едят? Часть 1: основные возможности
https://habr.com/ru/company/otus/blog/487912/,9 советов для ускорения процесса найма в 2020 году
https://habr.com/ru/company/piter/blog/487906/,"Книга «Компьютерные сети. Принципы, технологии, протоколы: Юбилейное издание»"
https://habr.com/ru/post/487908/,Начало войны техпроцессов: 5 нм и 3 нм
https://habr.com/ru/company/yamoney/blog/487444/,"«Пока пил кофе, выставил счет и получил пуш об оплате» — новшества, которые позволяют вести бизнес 24/7"
https://habr.com/ru/post/487898/,Измеряем на коленке пропускную способность памяти
